"loan_type_name","property_type_name","loan_purpose_name","owner_occupancy_name","loan_amount_000s","action_taken_name","applicant_ethnicity_name","applicant_race_name_1","applicant_sex_name","applicant_income_000s","lien_status_name","population","minority_population","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","co_applicant"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",288,"1","Not Hispanic or Latino","White","Male",238,"Secured by a first lien",4302,36.2200012207031,153.399993896484,694,1292,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",252,"1","Not Hispanic or Latino","White","Male",68,"Secured by a first lien",2416,28.5200004577637,109.76000213623,523,754,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",102,"1","Not Hispanic or Latino","White","Male",80,"Secured by a first lien",3114,14.1300001144409,100.110000610352,1303,1839,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",124,"1","Not Hispanic or Latino","White","Female",72,"Secured by a first lien",4739,24.1800003051758,113.190002441406,876,1496,"no"
"FHA-insured","Manufactured housing","Refinancing","Owner-occupied as a principal dwelling",119,"1","Not Hispanic or Latino","White","Male",30,"Secured by a first lien",2055,31.9699993133545,83.120002746582,553,784,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",199,"0","Not Hispanic or Latino","White","Male",106,"Secured by a first lien",4707,38.8400001525879,83.8499984741211,1079,1661,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",77,"0","Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Female",39,"Secured by a first lien",3825,91.6100006103516,39.0999984741211,143,1192,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",415,"1","Not Hispanic or Latino","Black or African American","Male",269,"Secured by a first lien",4600,38.6300010681152,234.850006103516,859,1602,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",238,"0","Not Hispanic or Latino","White","Male",85,"Secured by a first lien",6416,46.2900009155273,110.190002441406,1465,2251,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",124,"1","Not Hispanic or Latino","White","Male",40,"Secured by a first lien",7407,72.5100021362305,98.2200012207031,1726,2360,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",246,"1","Not Hispanic or Latino","Asian","Female",141,"Secured by a first lien",4428,43.6800003051758,120.470001220703,1211,1703,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",130,"1","Not Hispanic or Latino","White","Male",144,"Secured by a first lien",8920,26.0300006866455,124.400001525879,2844,3975,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",80,"0","Not Hispanic or Latino","White","Female",18,"Secured by a first lien",6492,57.1800003051758,77.2399978637695,1255,2665,"no"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",267,"0","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",33,"Secured by a first lien",7621,59.1399993896484,117.720001220703,1519,2485,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",243,"1","Not Hispanic or Latino","White","Female",56,"Secured by a first lien",6242,7.34000015258789,117.349998474121,1984,2466,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",195,"1","Not Hispanic or Latino","White","Male",244,"Secured by a first lien",2772,22.0400009155273,86.3199996948242,629,990,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",225,"1","Not Hispanic or Latino","White","Female",71,"Secured by a first lien",4796,53.5900001525879,82.7399978637695,993,1574,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",161,"1","Not Hispanic or Latino","Native Hawaiian or Other Pacific Islander","Male",27,"Secured by a first lien",6853,62.9199981689453,60.310001373291,881,1621,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",791,"1","Not Hispanic or Latino","White","Male",200,"Secured by a first lien",5311,36.810001373291,168.869995117188,1333,1811,"no"
"VA-guaranteed","Manufactured housing","Refinancing","Owner-occupied as a principal dwelling",73,"1","Not Hispanic or Latino","White","Male",46,"Secured by a first lien",5048,18.6599998474121,65.5599975585938,1537,2510,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",312,"1","Not Hispanic or Latino","White","Male",247,"Secured by a first lien",5583,43.5400009155273,142.899993896484,1138,1936,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",400,"1","Not Hispanic or Latino","White","Male",200,"Secured by a first lien",3250,19.0499992370605,140.639999389648,898,1188,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",196,"1","Not Hispanic or Latino","White","Male",133,"Secured by a first lien",8029,23.6100006103516,77.1699981689453,1789,3579,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",15,"0","Not Hispanic or Latino","White","Female",75,"Not secured by a lien",4895,56.3400001525879,88.4499969482422,617,1323,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",200,"0","Hispanic or Latino","White","Male",100,"Secured by a first lien",4447,60.3600006103516,140.520004272461,989,1285,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",210,"1","Not Hispanic or Latino","White","Female",45,"Secured by a first lien",3813,60.6300010681152,110.319999694824,694,1249,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",356,"1","Not Hispanic or Latino","White","Female",213,"Secured by a first lien",2190,38.0400009155273,101.400001525879,404,666,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",570,"0","Not Hispanic or Latino","White","Male",360,"Secured by a first lien",3135,27.4599990844727,195.850006103516,960,1331,"no"
"Conventional","Manufactured housing","Home improvement","Owner-occupied as a principal dwelling",23,"0","Not Hispanic or Latino","White","Male",65,"Secured by a first lien",2031,13.3400001525879,85.2399978637695,705,1001,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",159,"1","Not Hispanic or Latino","White","Female",79,"Secured by a first lien",7211,67.5599975585938,69.5299987792969,687,1671,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",280,"0","Not Hispanic or Latino","Asian","Male",80,"Secured by a first lien",7621,59.1399993896484,117.720001220703,1519,2485,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",241,"1","Not Hispanic or Latino","Asian","Female",74,"Secured by a first lien",6114,27.1700000762939,144.089996337891,1142,2017,"no"
"FHA-insured","Manufactured housing","Home purchase","Owner-occupied as a principal dwelling",108,"1","Not Hispanic or Latino","White","Female",32,"Secured by a first lien",4636,32.2900009155273,125.300003051758,1209,1606,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",147,"1","Not Hispanic or Latino","White","Female",56,"Secured by a first lien",3775,33.5099983215332,205.759994506836,937,1210,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Not owner-occupied as a principal dwelling",252,"1","Hispanic or Latino","White","Male",65,"Secured by a first lien",4689,20.8799991607666,139.550003051758,1246,1597,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",220,"1","Not Hispanic or Latino","White","Male",65,"Secured by a first lien",5881,26.2900009155273,189.020004272461,1538,1942,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",179,"0","Not Hispanic or Latino","White","Female",66,"Secured by a first lien",6766,53.2999992370605,74.5800018310547,1166,2180,"yes"
"FHA-insured","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",319,"1","Not Hispanic or Latino","Asian","Female",84,"Secured by a first lien",3978,28.4599990844727,101.230003356934,702,1346,"no"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",380,"1","Not Hispanic or Latino","White","Male",112,"Secured by a first lien",6097,52.8499984741211,133.830001831055,1396,2051,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home improvement","Owner-occupied as a principal dwelling",42,"0","Not Hispanic or Latino","White","Male",170,"Secured by a subordinate lien",6523,67.4400024414062,86.9899978637695,732,1606,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",170,"0","Not Hispanic or Latino","White","Male",88,"Secured by a first lien",3825,47.8699989318848,94.129997253418,970,1374,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",360,"1","Not Hispanic or Latino","White","Male",59,"Secured by a first lien",3080,69.5100021362305,106.970001220703,430,991,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Not owner-occupied as a principal dwelling",75,"0","Not Hispanic or Latino","White","Male",110,"Secured by a first lien",3080,16.4899997711182,60.3600006103516,872,1516,"no"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",205,"1","Not Hispanic or Latino","White","Female",95,"Secured by a first lien",4990,37.2099990844727,118.379997253418,1271,2127,"yes"
"Conventional","One-to-four family dwelling (other than manufactured housing)","Home purchase","Owner-occupied as a principal dwelling",238,"0","Not Hispanic or Latino","White","Male",95,"Secured by a first lien",4263,37.9500007629395,135.210006713867,1155,1770,"yes"
"VA-guaranteed","One-to-four family dwelling (other than manufactured housing)","Refinancing","Owner-occupied as a principal dwelling",150,"1","Not Hispanic or Latino","White","Male",28,"Secured by a first lien",7849,28.5,83.3300018310547,1424,2649,"no"
